subject_id,cluster
sub-28788,3
sub-29030,1
sub-28822,0
sub-0051223,3
sub-29733,2
sub-29742,1
sub-29190,0
sub-0050986,2
sub-29674,3
sub-0051026,2
sub-0050130,3
sub-28992,0
sub-0050601,0
sub-29799,2
sub-29403,0
sub-0051011,3
sub-0050518,0
sub-29881,1
sub-28958,0
sub-0051202,0
sub-30019,3
sub-0051017,1
sub-0051164,2
sub-29111,3
sub-0050607,1
sub-29664,0
sub-0051327,0
sub-29869,0
sub-29656,2
sub-30005,2
sub-29013,3
sub-0050292,2
sub-0050241,3
sub-29569,3
sub-29096,0
sub-29545,2
sub-28933,0
sub-28824,1
sub-0050057,1
sub-29203,0
sub-0050125,2
sub-0051234,0
sub-0050291,2
sub-0050408,3
sub-0050704,3
sub-0050248,0
sub-30000,1
sub-30150,0
sub-29587,1
sub-29865,2
sub-29283,3
sub-0051463,3
sub-0051325,0
sub-0050285,2
sub-29183,2
sub-29103,2
sub-0051171,3
sub-0050974,3
sub-28754,3
sub-0050118,0
sub-29481,3
sub-28817,0
sub-29209,1
sub-0050129,1
sub-0050483,0
sub-0050954,2
sub-0050521,0
sub-0050748,1
sub-29879,3
sub-0051576,3
sub-0050232,2
sub-29658,3
sub-0050278,3
sub-0051173,0
sub-0050999,0
sub-0050984,0
sub-0050526,2
sub-0051229,1
sub-28963,0
sub-0050273,2
sub-0051178,0
sub-0050996,0
sub-0050791,2
sub-0051573,2
sub-29627,3
sub-29870,2
sub-30151,3
sub-28864,1
sub-29566,2
sub-0050301,2
sub-0050500,2
sub-28693,2
sub-29588,3
sub-0050312,2
sub-28835,2
sub-0050254,3
sub-29521,1
sub-0050743,0
sub-29099,2
sub-0050247,3
sub-29666,1
sub-0051301,2
sub-0050056,3
sub-0050249,2
sub-29794,2
sub-0050997,1
sub-0050527,3
sub-29393,1
sub-29281,3
sub-0050011,3
sub-29877,3
sub-28689,0
sub-0050403,2
sub-0050399,3
sub-0051025,0
sub-0050010,3
sub-0051201,0
sub-29059,1
sub-29208,1
sub-29015,2
sub-29886,2
sub-0050686,2
sub-0050965,1
sub-28843,3
sub-29508,2
sub-29734,3
sub-0050992,2
sub-0051032,1
sub-0051012,2
sub-0050627,2
sub-0051464,0
sub-0050297,2
sub-28844,3
sub-0051585,0
sub-29409,3
sub-0050128,0
sub-0050756,2
sub-0050516,0
sub-29740,3
sub-29068,0
sub-0051580,2
sub-0050960,2
sub-29216,0
sub-29043,2
sub-29667,0
sub-29435,3
sub-28874,1
sub-29549,3
sub-29066,0
sub-0050024,2
sub-0050253,3
sub-29109,3
sub-0050413,1
sub-0050498,2
sub-0050529,2
sub-0050314,2
sub-0050279,1
sub-0050412,1
sub-29660,1
sub-0051606,2
sub-0050981,1
sub-29214,0
sub-28800,2
sub-29543,2
sub-0050014,3
sub-28855,0
sub-29211,0
sub-0050744,2
sub-0050602,2
sub-29027,0
sub-0051014,3
sub-0051302,3
sub-28787,0
sub-28898,1
sub-29872,3
sub-0050988,2
sub-29670,2
sub-0050502,1
sub-29539,2
sub-29031,2
sub-30016,2
sub-29882,3
sub-0050952,0
sub-28905,0
sub-29063,0
sub-0050020,3
sub-0050991,0
sub-0050480,0
sub-0050004,0
sub-28865,2
sub-0050976,1
sub-30011,0
sub-0050824,0
sub-28890,2
sub-0050978,1
sub-0051019,3
sub-0050647,0
sub-0051582,3
sub-0050690,2
sub-0050496,2
sub-0050411,2
sub-0050282,2
sub-0051248,3
sub-29610,1
sub-29385,0
sub-28807,0
sub-0050186,2
sub-28941,1
sub-0051249,3
sub-0051293,0
sub-0051318,0
sub-29400,2
sub-0050027,2
sub-29735,3
sub-0050983,2
sub-29456,3
sub-0051292,1
sub-28873,1
sub-0050525,2
sub-29213,3
sub-0050008,3
sub-29540,3
sub-29553,3
sub-0051214,0
sub-29542,2
sub-0050289,3
sub-28838,3
sub-29477,3
sub-29797,3
sub-28679,1
sub-0050616,2
sub-0050119,2
sub-29064,2
sub-0050013,2
sub-28938,3
sub-0050287,3
sub-29285,2
sub-0050515,2
sub-29500,1
sub-0051015,2
sub-0051351,0
sub-29055,3
sub-0050689,1
sub-28972,3
sub-0050493,0
sub-28937,2
sub-0051007,0
sub-29434,2
sub-28691,2
sub-0050993,3
sub-0051162,3
sub-0050121,0
sub-30026,0
sub-0050187,0
sub-0050250,0
sub-29595,2
sub-0050532,0
sub-29497,3
sub-0050754,0
sub-0051583,2
sub-0050528,0
sub-0051170,2
sub-0050006,0
sub-29628,2
sub-29222,0
sub-28861,1
sub-28871,1
sub-0050152,1
sub-0050994,1
sub-29197,3
sub-0050131,2
sub-29115,1
sub-29677,3
sub-0050319,1
sub-0050324,2
sub-0050708,0
sub-29415,2
sub-28920,2
sub-0050694,0
sub-0051237,1
sub-0050320,1
sub-0051204,2
sub-0050485,2
sub-0050252,1
sub-28690,3
sub-0050025,3
sub-28908,1
sub-28887,2
sub-29515,2
sub-0050623,2
sub-0051241,0
sub-0051033,2
sub-29194,0
sub-29188,1
sub-0050272,3
sub-29389,3
sub-0050621,2
sub-28936,0
sub-0050803,1
sub-29516,0
sub-28935,1
sub-28810,1
sub-29482,3
sub-29561,2
sub-28718,2
sub-28677,1
sub-30021,3
sub-28924,3
sub-0050648,1
sub-29864,3
sub-0051206,2
sub-29344,2
sub-28930,2
sub-29274,1
sub-0050524,2
sub-29657,2
sub-29375,2
sub-29192,0
sub-29479,3
sub-0050696,0
sub-0050606,2
sub-0050124,3
sub-28897,3
sub-30148,2
sub-28789,3
sub-0051003,2
sub-0050987,0
sub-29416,1
sub-29624,3
sub-28962,1
sub-28675,1
sub-29196,3
sub-29212,1
sub-29796,0
sub-0051578,3
sub-28964,2
sub-0050604,3
sub-29105,1
sub-29603,0
sub-0050488,0
sub-0050284,2
sub-0050237,0
sub-0051023,1
sub-0050404,1
sub-0050697,1
sub-29398,1
sub-0051016,3
sub-0051329,2
sub-28869,2
sub-0051225,3
sub-28927,1
sub-28859,1
sub-0050012,0
sub-0050234,0
sub-29187,1
sub-0051208,1
sub-0050276,1
sub-29875,1
sub-0050397,0
sub-29200,3
sub-0050325,2
sub-29202,2
sub-0050497,1
sub-28695,1
sub-0050245,0
sub-0051009,2
sub-0051006,2
sub-0050406,0
sub-0051021,3
sub-0051323,0
sub-29873,1
sub-29060,1
sub-0051577,3
sub-28906,1
sub-0050982,2
sub-0050985,2
sub-29498,0
sub-30018,1
sub-28811,1
sub-0050962,0
sub-0050608,3
sub-29619,2
sub-0050477,1
sub-29221,3
sub-0050654,3
sub-0050149,2
sub-0050184,2
sub-28860,2
sub-29277,2
sub-0050612,1
sub-0050274,0
sub-29106,3
sub-28942,3
sub-0051221,2
sub-29885,1
sub-28952,0
sub-29376,2
sub-0051321,3
sub-0050236,1
sub-0050486,2
sub-0050251,0
sub-0050702,2
sub-0050752,0
sub-28694,0
sub-0051473,3
sub-0050490,2
sub-0050649,3
sub-29289,1
sub-0051177,3
sub-0050969,1
sub-29606,0
sub-29795,0
sub-29179,0
sub-0050989,0
sub-0050494,2
sub-0051236,3
sub-29662,3
sub-28840,1
sub-0050239,3
sub-0050290,2
sub-0050492,3
sub-29659,0
sub-29676,2
sub-29029,1
sub-0050015,3
sub-0051294,3
sub-0050144,2
sub-29731,2
sub-29866,2
sub-28896,0
sub-0050614,2
sub-29522,3
sub-28907,2
sub-0051319,2
sub-0051291,0
sub-0051220,2
sub-29392,1
sub-0050302,2
sub-0050757,2
sub-29107,2
sub-28901,3
sub-28875,2
sub-0051465,2
sub-0050755,1
sub-0051584,0
sub-29502,2
sub-28872,3
sub-29195,1
sub-29053,3
sub-29282,1
sub-0050693,3
sub-28995,2
sub-28987,2
sub-0050626,2
sub-28940,1
sub-28988,3
sub-0050798,2
sub-28688,2
sub-29207,3
sub-0050520,3
sub-0050958,0
sub-0051035,1
sub-29182,0
sub-0050183,3
sub-29678,0
sub-28879,1
sub-0050134,1
sub-29404,1
sub-0050143,2
sub-0050519,0
sub-0050972,2
sub-29629,3
sub-0050243,3
sub-0051024,0
sub-28966,0
sub-28876,3
sub-0050968,2
sub-29883,2
sub-28853,2
sub-28857,3
sub-29290,1
sub-29575,2
sub-0050966,0
sub-29633,2
sub-0051217,0
sub-0050240,3
sub-29191,0
sub-0050315,0
sub-0051215,0
sub-0050642,0
sub-0050016,3
sub-28997,2
sub-0051572,0
sub-29495,3
sub-29178,3
sub-29177,3
sub-0050619,0
sub-0051029,2
sub-0050298,3
sub-30028,2
sub-29112,0
sub-29510,2
sub-0050749,3
sub-0051168,3
sub-29800,3
sub-0050624,3
sub-28686,0
sub-0051224,3
sub-28884,1
sub-29223,1
sub-28899,1
sub-29613,0
sub-28696,0
sub-0050318,2
sub-28926,1
sub-0050188,1
sub-0050613,2
sub-0050499,2
sub-0050182,2
sub-29186,0
sub-30013,1
sub-0050523,3
sub-29867,3
sub-0050501,2
sub-28805,3
sub-29669,1
sub-0051020,3
sub-29041,0
sub-29511,3
sub-0050967,2
sub-0050294,3
sub-0051230,0
sub-0051163,1
sub-29623,3
sub-0050644,0
sub-29730,0
sub-29193,0
sub-29189,3
sub-28967,1
sub-29293,1
sub-0050007,0
sub-29220,1
sub-0051169,2
sub-29665,0
sub-29052,0
sub-29888,1
sub-0051354,0
sub-30017,2
sub-29288,3
sub-0050799,3
sub-29541,3
sub-29506,2
sub-0050957,2
sub-28831,1
sub-0051579,1
sub-28809,3
sub-29430,2
sub-0050255,3
sub-0050491,2
sub-29458,0
sub-28949,0
sub-29008,1
sub-29275,0
sub-0050622,2
sub-29114,2
sub-29116,0
sub-0051222,3
sub-0051322,1
sub-29070,1
sub-0051008,1
sub-28796,2
sub-30156,3
sub-0050132,2
sub-0050233,3
sub-29555,3
sub-29507,0
sub-29046,0
sub-29568,2
sub-29204,2
sub-0050146,2
sub-28820,2
sub-29286,2
sub-29509,1
sub-0050530,2
sub-0051001,0
sub-0051218,0
sub-29276,2
sub-0050275,1
sub-28676,3
sub-0051331,2
sub-28986,0
sub-29634,0
sub-29661,2
sub-29547,2
sub-28982,1
sub-28791,3
sub-28885,2
sub-0050410,1
sub-30001,3
sub-29104,3
sub-0051179,0
sub-28957,2
sub-28931,0
sub-28680,2
sub-0050961,3
sub-0051018,2
sub-0051300,3
sub-29732,3
sub-0051002,0
sub-29878,0
sub-28795,0
sub-29058,3
sub-0050504,3
sub-0050959,1
sub-29679,3
sub-0051027,1
sub-29185,3
sub-29198,1
sub-0050023,3
sub-0050127,0
sub-28903,3
sub-0050823,1
sub-0050487,3
sub-0050745,0
sub-0050956,3
sub-0050603,2
sub-29584,2
sub-28784,2
sub-0050514,0
sub-0050509,2
sub-0050482,0
sub-0050973,3
sub-29206,3
sub-0050711,1
sub-29113,1
sub-0051205,0
sub-0050407,3
sub-0050970,2
sub-29675,2
sub-0050190,3
sub-0051330,2
sub-29411,1
sub-0050695,0
sub-29544,1
sub-0050507,2
sub-0050995,0
sub-29205,3
sub-29210,0
sub-0050295,2
sub-28752,2
sub-0050189,2
sub-28808,3
sub-0050402,3
sub-0051000,3
sub-29184,3
sub-29284,3
sub-29199,1
sub-0050979,0
sub-29559,2
sub-29876,3
sub-0050964,1
sub-28684,1
sub-29057,0
sub-28685,2
sub-28909,2
sub-0050628,2
sub-0051574,3
sub-29671,2
sub-0051326,0
sub-0050005,3
sub-28799,3
sub-0050300,0
sub-28998,0
sub-28866,2
sub-0050705,0
sub-0050620,1
sub-0051297,0
sub-0050503,0
sub-0051010,1
sub-0051349,3
sub-0050321,1
sub-30010,1
sub-0050977,0
sub-29562,3
sub-29868,2
sub-29874,2
sub-0050700,1
sub-28939,0
sub-0051235,1
sub-0050147,0
sub-0050405,1
sub-0050022,1
sub-28968,2
sub-29201,1
sub-0050310,0
sub-29181,1
sub-0051028,3
sub-29224,0
sub-0050625,2
sub-0050293,1
sub-29408,2
sub-29798,2
sub-29572,2
sub-29668,0
sub-0050990,1
