subject_id,cluster
sub-28788,0
sub-29030,3
sub-28822,5
sub-0051223,1
sub-29733,5
sub-29742,2
sub-29190,6
sub-0050986,5
sub-29674,4
sub-0051026,3
sub-0050130,4
sub-28992,6
sub-0050601,0
sub-29799,1
sub-29403,6
sub-0051011,0
sub-0050518,6
sub-29881,2
sub-28958,5
sub-0051202,6
sub-30019,4
sub-0051017,2
sub-0051164,3
sub-29111,4
sub-0050607,1
sub-29664,6
sub-0051327,6
sub-29869,6
sub-29656,5
sub-30005,3
sub-29013,0
sub-0050292,1
sub-0050241,0
sub-29569,0
sub-29096,5
sub-29545,5
sub-28933,6
sub-28824,2
sub-0050057,2
sub-29203,6
sub-0050125,3
sub-0051234,6
sub-0050291,1
sub-0050408,0
sub-0050704,0
sub-0050248,6
sub-30000,2
sub-30150,6
sub-29587,1
sub-29865,5
sub-29283,4
sub-0051463,0
sub-0051325,6
sub-0050285,5
sub-29183,1
sub-29103,1
sub-0051171,4
sub-0050974,1
sub-28754,0
sub-0050118,6
sub-29481,0
sub-28817,6
sub-29209,2
sub-0050129,2
sub-0050483,0
sub-0050954,5
sub-0050521,0
sub-0050748,1
sub-29879,2
sub-0051576,1
sub-0050232,3
sub-29658,4
sub-0050278,4
sub-0051173,5
sub-0050999,6
sub-0050984,6
sub-0050526,5
sub-0051229,1
sub-28963,6
sub-0050273,3
sub-0051178,5
sub-0050996,6
sub-0050791,1
sub-0051573,1
sub-29627,0
sub-29870,3
sub-30151,4
sub-28864,1
sub-29566,1
sub-0050301,1
sub-0050500,5
sub-28693,3
sub-29588,4
sub-0050312,1
sub-28835,1
sub-0050254,0
sub-29521,2
sub-0050743,6
sub-29099,5
sub-0050247,0
sub-29666,2
sub-0051301,3
sub-0050056,0
sub-0050249,6
sub-29794,1
sub-0050997,4
sub-0050527,0
sub-29393,2
sub-29281,1
sub-0050011,0
sub-29877,4
sub-28689,6
sub-0050403,2
sub-0050399,0
sub-0051025,0
sub-0050010,0
sub-0051201,6
sub-29059,2
sub-29208,2
sub-29015,1
sub-29886,3
sub-0050686,1
sub-0050965,2
sub-28843,4
sub-29508,1
sub-29734,0
sub-0050992,3
sub-0051032,2
sub-0051012,3
sub-0050627,3
sub-0051464,6
sub-0050297,5
sub-28844,0
sub-0051585,5
sub-29409,0
sub-0050128,6
sub-0050756,1
sub-0050516,6
sub-29740,4
sub-29068,6
sub-0051580,1
sub-0050960,3
sub-29216,6
sub-29043,3
sub-29667,6
sub-29435,0
sub-28874,2
sub-29549,1
sub-29066,6
sub-0050024,1
sub-0050253,4
sub-29109,4
sub-0050413,2
sub-0050498,1
sub-0050529,1
sub-0050314,5
sub-0050279,2
sub-0050412,2
sub-29660,2
sub-0051606,3
sub-0050981,2
sub-29214,6
sub-28800,5
sub-29543,3
sub-0050014,0
sub-28855,0
sub-29211,6
sub-0050744,1
sub-0050602,1
sub-29027,6
sub-0051014,0
sub-0051302,0
sub-28787,6
sub-28898,2
sub-29872,4
sub-0050988,5
sub-29670,5
sub-0050502,2
sub-29539,5
sub-29031,5
sub-30016,5
sub-29882,0
sub-0050952,6
sub-28905,4
sub-29063,6
sub-0050020,0
sub-0050991,0
sub-0050480,6
sub-0050004,6
sub-28865,5
sub-0050976,2
sub-30011,0
sub-0050824,6
sub-28890,5
sub-0050978,1
sub-0051019,0
sub-0050647,1
sub-0051582,0
sub-0050690,3
sub-0050496,3
sub-0050411,1
sub-0050282,3
sub-0051248,4
sub-29610,6
sub-29385,6
sub-28807,6
sub-0050186,2
sub-28941,6
sub-0051249,0
sub-0051293,6
sub-0051318,6
sub-29400,5
sub-0050027,1
sub-29735,0
sub-0050983,3
sub-29456,0
sub-0051292,4
sub-28873,2
sub-0050525,1
sub-29213,4
sub-0050008,0
sub-29540,0
sub-29553,0
sub-0051214,6
sub-29542,3
sub-0050289,0
sub-28838,4
sub-29477,4
sub-29797,0
sub-28679,3
sub-0050616,3
sub-0050119,2
sub-29064,1
sub-0050013,3
sub-28938,0
sub-0050287,0
sub-29285,5
sub-0050515,5
sub-29500,2
sub-0051015,5
sub-0051351,6
sub-29055,4
sub-0050689,4
sub-28972,0
sub-0050493,6
sub-28937,3
sub-0051007,6
sub-29434,5
sub-28691,5
sub-0050993,4
sub-0051162,1
sub-0050121,6
sub-30026,3
sub-0050187,6
sub-0050250,6
sub-29595,1
sub-0050532,6
sub-29497,0
sub-0050754,5
sub-0051583,5
sub-0050528,6
sub-0051170,1
